"","X1","PROVINCIE","Matig_Veel","Hoelang_zit_stront_er_al_in","Poepsterkte"
"3468","13","Limburg","M","23 tot 30 jaar",30.24
"3469","13","Limburg","V","Ouder dan 40 jaar",32
"3470","13","Limburg","V","23 tot 30 jaar",41.12
"3471","13","Utrecht","M","23 tot 30 jaar",33.12
"3472","13","Zuid Holland","V","23 tot 30 jaar",42.88
"3473","13","Zuid Holland","M","23 tot 30 jaar",37.6
"3474","13","Zuid Holland","V","Ouder dan 40 jaar",42.88
"3475","13","Gelderland","V","Ouder dan 40 jaar",43.04
"3476","13","Noord Brabant","M","30 tot 40 jaar",30.88
"3477","13","Gelderland","M","23 tot 30 jaar",41.12
"3478","13","Utrecht","O","Ouder dan 40 jaar",40.48
"3479","13","Gelderland","M","Ouder dan 40 jaar",43.04
"3480","13","Noord Brabant","V","17 tot 23 jaar",38.08
"3481","13","Overijssel","V","Ouder dan 40 jaar",35.36
"3482","13","Noord Holland","V","Ouder dan 40 jaar",37.44
"3483","13","Gelderland","V","23 tot 30 jaar",34.56
"3484","13","Zuid Holland","V","Ouder dan 40 jaar",35.04
"3485","13","Noord Brabant","V","17 tot 23 jaar",31.68
"3486","13","Utrecht","M","Ouder dan 40 jaar",30.88
"3487","13","Utrecht","M","Ouder dan 40 jaar",30.88
"3488","13","Frysl<e2>n","M","17 tot 23 jaar",36.48
"3489","13","Gelderland","V","Ouder dan 40 jaar",40.96
"3490","13","Utrecht","V","Ouder dan 40 jaar",30.88
"3491","13","Gelderland","V","30 tot 40 jaar",31.04
"3492","13","Zuid Holland","V","Ouder dan 40 jaar",39.68
"3493","13","Gelderland","V","Ouder dan 40 jaar",36.32
"3494","13","Utrecht","V","Ouder dan 40 jaar",43.84
"3495","13","Noord Brabant","V","23 tot 30 jaar",43.2
"3496","13","Gelderland","V","30 tot 40 jaar",34.08
"3497","13","Zuid Holland","M","23 tot 30 jaar",32.96
"3498","13","Zuid Holland","M","23 tot 30 jaar",35.04
"3499","13","Noord Holland","V","23 tot 30 jaar",35.2
"3500","13","Overijssel","V","Ouder dan 40 jaar",37.92
"3501","13","Overijssel","V","Ouder dan 40 jaar",40.48
"3502","13","Zuid Holland","M","23 tot 30 jaar",31.2
"3503","13","Noord Holland","M","23 tot 30 jaar",43.2
"3504","13","Zuid Holland","M","23 tot 30 jaar",32.96
"3505","13","Noord Brabant","M","23 tot 30 jaar",43.68
"3506","13","Limburg","V","30 tot 40 jaar",34.72
"3507","13","Utrecht","V","Ouder dan 40 jaar",33.6
"3508","13","Gelderland","V","Ouder dan 40 jaar",39.68
"3509","13","Zuid Holland","V","17 tot 23 jaar",32
"3510","13","Limburg","V","Ouder dan 40 jaar",36.8
"3511","13","Zuid Holland","V","Ouder dan 40 jaar",38.88
"3512","13","Noord Brabant","M","30 tot 40 jaar",42.56
"3513","13","Zuid Holland","V","Ouder dan 40 jaar",40.64
"3514","13","Gelderland","V","30 tot 40 jaar",45.12
"3515","13","Frysl<e2>n","V","Ouder dan 40 jaar",44.8
"3516","13","Noord Holland","V","30 tot 40 jaar",38.88
"3517","13","Flevoland","V","Ouder dan 40 jaar",35.84
"3518","13","Zuid Holland","V","Ouder dan 40 jaar",44.8
"3519","13","Frysl<e2>n","M","30 tot 40 jaar",36.16
"3520","13","Zuid Holland","V","30 tot 40 jaar",38.4
"3521","13","Zuid Holland","V","23 tot 30 jaar",41.12
"3522","13","Zuid Holland","V","Ouder dan 40 jaar",40.8
"3523","13","Noord Brabant","V","23 tot 30 jaar",36.48
"3524","13","Gelderland","V","Ouder dan 40 jaar",43.04
"3525","13","Zeeland","V","23 tot 30 jaar",32.32
"3526","13","Utrecht","V","23 tot 30 jaar",38.88
"3527","13","Zuid Holland","V","Ouder dan 40 jaar",34.4
"3528","13","Noord Brabant","M","17 tot 23 jaar",43.2
"3529","13","Utrecht","V","23 tot 30 jaar",39.84
"3530","13","Utrecht","M","23 tot 30 jaar",38.24
"3531","13","Gelderland","V","Ouder dan 40 jaar",43.04
"3532","13","Zuid Holland","M","17 tot 23 jaar",44.48
"3533","13","Gelderland","V","Ouder dan 40 jaar",33.92
"3534","13","Overijssel","V","30 tot 40 jaar",38.4
"3535","13","Frysl<e2>n","M","23 tot 30 jaar",38.88
"3536","13","Zuid Holland","M","23 tot 30 jaar",41.12
"3537","13","Noord Holland","V","23 tot 30 jaar",34.88
"3538","13","Overijssel","V","30 tot 40 jaar",36.96
"3539","13","Noord Holland","V","17 tot 23 jaar",38.88
"3540","13","Utrecht","V","17 tot 23 jaar",36.8
"3541","13","Noord Holland","V","Ouder dan 40 jaar",34.72
"3542","13","Limburg","V","Ouder dan 40 jaar",33.28
"3543","13","Gelderland","V","30 tot 40 jaar",31.36
"3544","13","Flevoland","V","Ouder dan 40 jaar",45.12
"3545","13","Drenthe","V","Ouder dan 40 jaar",41.12
"3546","13","Frysl<e2>n","V","17 tot 23 jaar",41.44
"3547","13","Limburg","V","23 tot 30 jaar",45.28
"3548","13","Frysl<e2>n","V","17 tot 23 jaar",34.88
"3549","13","Frysl<e2>n","V","23 tot 30 jaar",44.48
"3550","13","Overijssel","V","Ouder dan 40 jaar",45.76
"3551","13","Frysl<e2>n","V","17 tot 23 jaar",38.56
"3552","13","Utrecht","V","Ouder dan 40 jaar",35.2
"3553","13","Zuid Holland","V","23 tot 30 jaar",35.2
"3554","13","Zuid Holland","V","23 tot 30 jaar",32.64
"3555","13","Zuid Holland","V","30 tot 40 jaar",32.32
"3556","13","Utrecht","V","23 tot 30 jaar",30.4
"3557","13","Noord Brabant","V","30 tot 40 jaar",43.2
"3558","13","Utrecht","V","30 tot 40 jaar",32.96
"3559","13","Zeeland","V","Ouder dan 40 jaar",32.96
"3560","13","Noord Brabant","V","23 tot 30 jaar",42.24
"3561","13","Noord Holland","V","23 tot 30 jaar",34.4
"3562","13","Groningen","V","Ouder dan 40 jaar",40
"3563","13","Gelderland","V","30 tot 40 jaar",32
"3564","13","Noord Holland","V","30 tot 40 jaar",40.8
"3565","13","Noord Holland","M","23 tot 30 jaar",41.44
"3566","13","Limburg","M","17 tot 23 jaar",31.2
"3567","13","Zuid Holland","V","23 tot 30 jaar",34.4
"3568","13","Noord Holland","M","23 tot 30 jaar",30.88
"3569","13","Noord Holland","M","Ouder dan 40 jaar",40.64
"3570","13","Noord Brabant","M","17 tot 23 jaar",38.4
"3571","13","Zuid Holland","V","23 tot 30 jaar",33.12
"3572","13","Utrecht","V","23 tot 30 jaar",41.12
"3573","13","Overijssel","M","23 tot 30 jaar",40.8
"3574","13","Zuid Holland","V","Ouder dan 40 jaar",32.96
"3575","13","Noord Brabant","V","23 tot 30 jaar",37.76
"3576","13","Noord Holland","V","Ouder dan 40 jaar",42.88
"3577","13","Zuid Holland","V","30 tot 40 jaar",34.88
"3578","13","Zuid Holland","M","30 tot 40 jaar",35.36
"3579","13","Zuid Holland","M","30 tot 40 jaar",44.48
"3580","13","Utrecht","M","23 tot 30 jaar",35.84
"3581","13","Frysl<e2>n","V","Ouder dan 40 jaar",34.24
"3582","13","Noord Holland","V","17 tot 23 jaar",36.64
"3583","13","Gelderland","M","23 tot 30 jaar",37.6
"3584","13","Overijssel","V","Ouder dan 40 jaar",36.96
"3585","13","Zuid Holland","V","30 tot 40 jaar",31.84
"3586","13","Zuid Holland","V","30 tot 40 jaar",39.2
"3587","13","Flevoland","M","17 tot 23 jaar",38.4
"3588","13","Noord Brabant","M","30 tot 40 jaar",34.56
"3589","13","Zuid Holland","M","17 tot 23 jaar",31.2
"3590","13","Noord Holland","V","Ouder dan 40 jaar",33.92
"3591","13","Zuid Holland","V","30 tot 40 jaar",43.52
"3592","13","Noord Holland","V","23 tot 30 jaar",30.88
"3593","13","Zuid Holland","V","Ouder dan 40 jaar",37.76
"3594","13","Gelderland","V","Ouder dan 40 jaar",34.56
"3595","13","Gelderland","V","17 tot 23 jaar",40.16
"3596","13","Noord Holland","M","30 tot 40 jaar",30.88
"3597","13","Flevoland","V","Ouder dan 40 jaar",41.12
"3598","13","Limburg","M","17 tot 23 jaar",39.68
"3599","13","Zuid Holland","V","30 tot 40 jaar",43.36
"3600","13","Gelderland","M","23 tot 30 jaar",34.24
"3601","13","Noord Holland","V","Ouder dan 40 jaar",32.96
"3602","13","Noord Brabant","V","Ouder dan 40 jaar",41.76
"3603","13","Noord Brabant","V","Ouder dan 40 jaar",42.88
"3604","13","Noord Holland","M","23 tot 30 jaar",47.52
"3605","13","Zuid Holland","M","23 tot 30 jaar",36.32
"3606","13","Utrecht","O","17 tot 23 jaar",35.84
"3607","13","Noord Holland","V","30 tot 40 jaar",32
"3608","13","Utrecht","V","23 tot 30 jaar",36.32
"3609","13","Utrecht","M","23 tot 30 jaar",46.24
"3610","13","Utrecht","M","30 tot 40 jaar",35.84
"3611","13","Noord Holland","M","30 tot 40 jaar",32
"3612","13","Gelderland","V","Ouder dan 40 jaar",43.04
"3613","13","Noord Brabant","V","30 tot 40 jaar",30.56
"3614","13","Utrecht","V","23 tot 30 jaar",37.76
"3615","13","Gelderland","M","Ouder dan 40 jaar",30.4
"3616","13","Utrecht","V","Ouder dan 40 jaar",38.88
"3617","13","Gelderland","M","23 tot 30 jaar",31.84
"3618","13","Noord Holland","M","30 tot 40 jaar",30.88
"3619","13","Utrecht","M","Ouder dan 40 jaar",30.88
"3620","13","Utrecht","V","23 tot 30 jaar",35.84
"3621","13","Noord Holland","V","23 tot 30 jaar",41.12
"3622","13","Noord Holland","V","17 tot 23 jaar",45.12
"3623","13","Limburg","M","17 tot 23 jaar",30.72
"3624","13","Utrecht","M","23 tot 30 jaar",38.08
"3625","13","Zuid Holland","V","30 tot 40 jaar",32.8
"3626","13","Noord Holland","M","Ouder dan 40 jaar",43.84
"3627","13","Utrecht","M","30 tot 40 jaar",39.2
"3628","13","Limburg","V","Ouder dan 40 jaar",35.52
"3629","13","Overijssel","V","17 tot 23 jaar",44.48
"3630","13","Noord Holland","V","30 tot 40 jaar",32
"3631","13","Zuid Holland","V","30 tot 40 jaar",42.08
"3632","13","Utrecht","V","17 tot 23 jaar",35.84
"3633","13","Limburg","V","Ouder dan 40 jaar",31.68
"3634","13","Zuid Holland","V","30 tot 40 jaar",35.2
"3635","13","Limburg","V","23 tot 30 jaar",34.56
"3636","13","Noord Holland","V","23 tot 30 jaar",35.52
"3637","13","Utrecht","V","30 tot 40 jaar",39.04
"3638","13","Frysl<e2>n","V","30 tot 40 jaar",42.88
"3639","13","Zuid Holland","V","Ouder dan 40 jaar",39.68
"3640","13","Limburg","V","30 tot 40 jaar",32.96
"3641","13","Gelderland","V","17 tot 23 jaar",32.16
"3642","13","Frysl<e2>n","V","Ouder dan 40 jaar",38.08
"3643","13","Noord Holland","V","Ouder dan 40 jaar",32.32
"3644","13","Utrecht","V","23 tot 30 jaar",30.56
"3645","13","Zuid Holland","V","Ouder dan 40 jaar",31.84
"3646","13","Gelderland","V","17 tot 23 jaar",31.04
"3647","13","Gelderland","V","Ouder dan 40 jaar",31.84
"3648","13","Noord Holland","V","23 tot 30 jaar",34.56
"3649","13","Utrecht","V","23 tot 30 jaar",31.2
"3650","13","Noord Brabant","V","23 tot 30 jaar",35.52
"3651","13","Utrecht","V","Ouder dan 40 jaar",44.64
"3652","13","Noord Holland","M","30 tot 40 jaar",46.72
"3653","13","Zeeland","V","30 tot 40 jaar",42.88
"3654","13","Limburg","V","Ouder dan 40 jaar",37.12
"3655","13","Noord Holland","V","23 tot 30 jaar",31.52
"3656","13","Utrecht","V","23 tot 30 jaar",35.68
"3657","13","Zuid Holland","M","Ouder dan 40 jaar",32.8
"3658","13","Utrecht","M","23 tot 30 jaar",32.64
"3659","13","Gelderland","M","23 tot 30 jaar",32.96
"3660","13","Utrecht","M","Ouder dan 40 jaar",30.88
"3661","13","Frysl<e2>n","V","Ouder dan 40 jaar",30.4
"3662","13","Limburg","V","Ouder dan 40 jaar",37.12
"3663","13","Zuid Holland","V","Ouder dan 40 jaar",33.92
"3664","13","Noord Holland","V","30 tot 40 jaar",34.88
"3665","13","Zuid Holland","M","Ouder dan 40 jaar",37.6
"3666","13","Flevoland","M","Ouder dan 40 jaar",40.16
"3667","13","Zuid Holland","M","23 tot 30 jaar",33.92
"3668","13","Zuid Holland","V","23 tot 30 jaar",44.96
"3669","13","Limburg","V","30 tot 40 jaar",46.88
"3670","13","Utrecht","M","Ouder dan 40 jaar",30.88
"3671","13","Noord Brabant","V","17 tot 23 jaar",38.08
"3672","13","Flevoland","V","30 tot 40 jaar",32.32
"3673","13","Noord Holland","V","23 tot 30 jaar",33.92
"3674","13","Zeeland","V","Ouder dan 40 jaar",32.32
"3675","13","Zuid Holland","V","23 tot 30 jaar",35.84
"3676","13","Zuid Holland","V","30 tot 40 jaar",38.08
"3677","13","Gelderland","M","30 tot 40 jaar",30.4
"3678","13","Noord Brabant","V","17 tot 23 jaar",39.52
"3679","13","Frysl<e2>n","V","Ouder dan 40 jaar",38.88
"3680","13","Zuid Holland","V","30 tot 40 jaar",34.88
"3681","13","Noord Brabant","M","17 tot 23 jaar",40.16
"3682","13","Overijssel","V","17 tot 23 jaar",42.88
"3683","13","Zuid Holland","V","17 tot 23 jaar",31.36
"3684","13","Zuid Holland","V","17 tot 23 jaar",32
"3685","13","Utrecht","V","23 tot 30 jaar",38.88
"3686","13","Zuid Holland","V","Ouder dan 40 jaar",38.08
"3687","13","Zuid Holland","V","23 tot 30 jaar",35.68
"3688","13","Zuid Holland","V","23 tot 30 jaar",51.84
"3689","13","Frysl<e2>n","V","17 tot 23 jaar",40.16
"3690","13","Flevoland","V","30 tot 40 jaar",37.92
"3691","13","Zuid Holland","V","30 tot 40 jaar",39.84
"3692","13","Frysl<e2>n","V","Ouder dan 40 jaar",34.88
"3693","13","Noord Holland","M","30 tot 40 jaar",42.88
"3694","13","Noord Holland","V","Ouder dan 40 jaar",34.4
"3695","13","Zuid Holland","V","30 tot 40 jaar",44.48
"3696","13","Zuid Holland","V","23 tot 30 jaar",34.56
"3697","13","Utrecht","M","30 tot 40 jaar",41.92
"3698","13","Gelderland","V","Ouder dan 40 jaar",32.16
"3699","13","Zuid Holland","V","23 tot 30 jaar",44.48
"3700","13","Frysl<e2>n","M","17 tot 23 jaar",41.12
"3701","13","Zeeland","V","17 tot 23 jaar",32.96
"3702","13","Utrecht","V","30 tot 40 jaar",37.12
"3703","13","Gelderland","M","23 tot 30 jaar",32.96
"3704","13","Noord Brabant","V","Ouder dan 40 jaar",38.24
"3705","13","Zuid Holland","V","17 tot 23 jaar",32.96
"3706","13","Gelderland","V","30 tot 40 jaar",40
"3707","13","Flevoland","V","Ouder dan 40 jaar",44.96
"3708","13","Zuid Holland","M","30 tot 40 jaar",44.8
"3709","13","Noord Holland","V","23 tot 30 jaar",33.6
"3710","13","Zuid Holland","V","30 tot 40 jaar",43.2
"3711","13","Gelderland","M","Ouder dan 40 jaar",37.6
"3712","13","Gelderland","M","Ouder dan 40 jaar",43.04
"3713","13","Utrecht","M","30 tot 40 jaar",31.2
"3714","13","Groningen","V","17 tot 23 jaar",40.64
"3715","13","Gelderland","V","Ouder dan 40 jaar",46.08
"3716","13","Utrecht","V","23 tot 30 jaar",35.36
"3717","13","Flevoland","V","30 tot 40 jaar",37.28
"3718","13","Noord Holland","V","23 tot 30 jaar",38.4
"3719","13","Limburg","V","17 tot 23 jaar",32.8
"3720","13","Flevoland","V","Ouder dan 40 jaar",39.36
"3721","13","Noord Holland","V","Ouder dan 40 jaar",36.16
"3722","13","Utrecht","V","17 tot 23 jaar",35.84
"3723","13","Utrecht","V","23 tot 30 jaar",34.56
"3724","13","Utrecht","V","23 tot 30 jaar",35.2
"3725","13","Utrecht","M","Ouder dan 40 jaar",35.84
"3726","13","Zuid Holland","V","23 tot 30 jaar",52.48
"3727","13","Zuid Holland","V","23 tot 30 jaar",39.04
"3728","13","Gelderland","V","23 tot 30 jaar",32.16
"3729","13","Utrecht","M","30 tot 40 jaar",37.28
"3730","13","Frysl<e2>n","V","Ouder dan 40 jaar",44.48
"3731","13","Groningen","V","23 tot 30 jaar",36
"3732","13","Gelderland","V","Ouder dan 40 jaar",41.44
"3733","13","Zuid Holland","V","30 tot 40 jaar",44.48
"3734","13","Noord Brabant","V","17 tot 23 jaar",45.76
"3735","13","Noord Brabant","V","30 tot 40 jaar",32.96
"3736","13","Noord Holland","V","30 tot 40 jaar",41.76
"3737","13","Limburg","V","17 tot 23 jaar",36.32
"3738","13","Noord Brabant","V","23 tot 30 jaar",39.2
"3739","13","Groningen","V","17 tot 23 jaar",31.2
"3740","13","Zeeland","V","23 tot 30 jaar",41.12
"3741","13","Utrecht","V","30 tot 40 jaar",35.84
"3742","13","Utrecht","V","17 tot 23 jaar",36.96
"3743","13","Utrecht","V","23 tot 30 jaar",35.84
"3744","13","Noord Brabant","V","17 tot 23 jaar",38.24
"3745","13","Noord Holland","V","Ouder dan 40 jaar",32.96
"3746","13","Zuid Holland","M","23 tot 30 jaar",43.2
"3747","13","Gelderland","V","Ouder dan 40 jaar",30.24
"3748","13","Overijssel","M","23 tot 30 jaar",42.88
"3749","13","Flevoland","V","Ouder dan 40 jaar",43.84
"3750","13","Noord Brabant","V","17 tot 23 jaar",30.88
"3751","13","Noord Holland","V","30 tot 40 jaar",36.32
"3752","13","Gelderland","V","Ouder dan 40 jaar",37.76
"3753","13","Groningen","V","23 tot 30 jaar",40.96
"3754","13","Gelderland","V","30 tot 40 jaar",33.92
"3755","13","Noord Holland","V","17 tot 23 jaar",32.16
"3756","13","Zeeland","V","30 tot 40 jaar",40.16
"3757","13","Utrecht","V","17 tot 23 jaar",32.48
"3758","13","Zuid Holland","V","23 tot 30 jaar",44.32
"3759","13","Utrecht","V","30 tot 40 jaar",38.72
"3760","13","Noord Holland","V","23 tot 30 jaar",42.88
"3761","13","Frysl<e2>n","V","23 tot 30 jaar",33.92
"3762","13","Zuid Holland","V","23 tot 30 jaar",43.52
"3763","13","Noord Brabant","V","23 tot 30 jaar",41.44
"3764","13","Utrecht","M","23 tot 30 jaar",36.32
"3765","13","Noord Brabant","V","23 tot 30 jaar",45.12
"3766","13","Utrecht","V","23 tot 30 jaar",36.48
"3767","13","Noord Brabant","V","23 tot 30 jaar",30.88
"3768","13","Utrecht","V","23 tot 30 jaar",37.28
"3769","13","Noord Brabant","V","30 tot 40 jaar",45.76
"3770","13","Zuid Holland","V","30 tot 40 jaar",44.96
"3771","13","Zuid Holland","M","30 tot 40 jaar",41.12
"3772","13","Flevoland","V","17 tot 23 jaar",37.6
"3773","13","Gelderland","V","23 tot 30 jaar",30.4
"3774","13","Noord Holland","V","30 tot 40 jaar",34.24
"3775","13","Noord Brabant","V","17 tot 23 jaar",33.28
"3776","13","Utrecht","V","Ouder dan 40 jaar",30.88
"3777","13","Gelderland","V","30 tot 40 jaar",35.52
"3778","13","Noord Holland","V","23 tot 30 jaar",46.72
"3779","13","Utrecht","M","23 tot 30 jaar",34.56
"3780","13","Noord Brabant","V","Ouder dan 40 jaar",41.44
"3781","13","Limburg","V","17 tot 23 jaar",41.44
"3782","13","Utrecht","V","23 tot 30 jaar",36.48
"3783","13","Noord Holland","V","Ouder dan 40 jaar",42.56
"3784","13","Noord Holland","M","17 tot 23 jaar",42.88
"3785","13","Limburg","V","Ouder dan 40 jaar",31.52
"3786","13","Flevoland","V","Ouder dan 40 jaar",31.2
"3787","13","Utrecht","M","30 tot 40 jaar",32
"3788","13","Zuid Holland","V","30 tot 40 jaar",36.8
"3789","13","Utrecht","V","17 tot 23 jaar",36.48
"3790","13","Noord Holland","V","23 tot 30 jaar",30.88
"3791","13","Gelderland","V","23 tot 30 jaar",37.76
"3792","13","Noord Holland","M","23 tot 30 jaar",31.52
"3793","13","Gelderland","V","23 tot 30 jaar",32.8
"3794","13","Noord Holland","M","30 tot 40 jaar",30.4
"3795","13","Limburg","V","23 tot 30 jaar",35.52
"3796","13","Frysl<e2>n","V","30 tot 40 jaar",30.72
"3797","13","Noord Holland","V","23 tot 30 jaar",42.88
"3798","13","Noord Holland","V","Ouder dan 40 jaar",37.28
"3799","13","Noord Brabant","V","23 tot 30 jaar",43.2
"3800","13","Groningen","V","Ouder dan 40 jaar",32.16
"3801","13","Zuid Holland","V","23 tot 30 jaar",32.96
"3802","13","Limburg","M","23 tot 30 jaar",40.64
"3803","13","Noord Brabant","V","23 tot 30 jaar",45.28
"3804","13","Zuid Holland","V","17 tot 23 jaar",33.76
"3805","13","Gelderland","V","30 tot 40 jaar",44.8
"3806","13","Noord Holland","M","17 tot 23 jaar",32.32
"3807","13","Frysl<e2>n","V","Ouder dan 40 jaar",31.36
"3808","13","Frysl<e2>n","V","Ouder dan 40 jaar",30.4
"3809","13","Gelderland","M","Ouder dan 40 jaar",43.04
"3810","13","Limburg","M","23 tot 30 jaar",30.88
"3811","13","Gelderland","V","23 tot 30 jaar",32
"3812","13","Utrecht","V","23 tot 30 jaar",40.16
"3813","13","Noord Holland","M","17 tot 23 jaar",36
"3814","13","Gelderland","V","17 tot 23 jaar",30.72
"3815","13","Limburg","V","Ouder dan 40 jaar",30.56
"3816","13","Zuid Holland","V","23 tot 30 jaar",33.6
"3817","13","Zuid Holland","V","30 tot 40 jaar",32.64
"3818","13","Zuid Holland","V","Ouder dan 40 jaar",41.12
"3819","13","Noord Brabant","V","23 tot 30 jaar",37.44
"3820","13","Zuid Holland","V","Ouder dan 40 jaar",45.44
"3821","13","Frysl<e2>n","V","Ouder dan 40 jaar",33.28
"3822","13","Gelderland","V","23 tot 30 jaar",39.36
"3823","13","Overijssel","M","Ouder dan 40 jaar",30.56
"3824","13","Noord Holland","V","30 tot 40 jaar",30.88
"3825","13","Groningen","V","17 tot 23 jaar",30.4
"3826","13","Zuid Holland","V","23 tot 30 jaar",37.28
"3827","13","Zuid Holland","M","23 tot 30 jaar",45.12
"3828","13","Noord Holland","M","23 tot 30 jaar",43.2
"3829","13","Utrecht","V","Ouder dan 40 jaar",35.84
"3830","13","Zuid Holland","V","Ouder dan 40 jaar",41.12
"3831","13","Gelderland","V","30 tot 40 jaar",41.12
"3832","13","Noord Brabant","V","23 tot 30 jaar",34.56
"3833","13","Frysl<e2>n","V","Ouder dan 40 jaar",38.08
"3834","13","Zuid Holland","V","23 tot 30 jaar",52
"3835","13","Noord Holland","V","23 tot 30 jaar",32.32
"3836","13","Noord Holland","V","17 tot 23 jaar",39.36
"3837","13","Gelderland","V","Ouder dan 40 jaar",41.92
"3838","13","Drenthe","M","17 tot 23 jaar",34.56
"3839","13","Zuid Holland","M","30 tot 40 jaar",33.44
"3840","13","Zuid Holland","M","17 tot 23 jaar",40.16
"3841","13","Noord Holland","M","17 tot 23 jaar",35.2
"3842","13","Gelderland","M","Ouder dan 40 jaar",43.04
"3843","13","Utrecht","V","23 tot 30 jaar",33.12
